"Storage 
Area","Storage 
Sequence","Item 
Number",Item Name,Pack,On Hand Count,"Gross Case 
Weight",TIxHI,Remaining Shelf life on existing inventory,Inventory Lot Number,03/01/25-03/31/25,04/01/25-04/30/25,05/01/25-05/31/25,06/01/25-06/23/25,06/24/25-07/31/25,08/01/25-08/31/25,09/01/25-09/30/25,10/01/25-10/31/25,11/01/25-11/30/25,12/01/25-12/31/25,01/01/26-01/31/26,02/01/26-02/24/26,Total Usage,,,
41,1560,4739,"CHIX BRST FC DICED 3/4""",10#/CASE,,,,,,26,30,11,4,9,18,43,40,23,19,26,24,273,,,
41,1512,720,CHIX BRST FILET BRD 4OZ,10 LB/CASE,,,,,,482,584,112,27,191,393,992,898,389,376,571,696,5711,,,
41,1504,561,CHIX BRST FILET BRD SLIDER,30#/CS,,,,,,76,80,37,14,53,55,166,85,65,69,92,75,867,,,
41,1548,79,CHIX BRST FILET FC 4OZ,10#/CS,,,,,,0,0,3,7,0,0,0,3,3,0,5,0,21,,,
41,1496,5002,CHIX BRST NAT FILET SKNLS GF 4OZ,10#/CS,,,,,,1399,1918,581,74,338,1046,2241,1988,1162,908,1493,1675,14821,,,
41,1564,4806,CHIX BRST SLCD MARINATED,2-5 LB/CS,,,,,,138,120,26,13,27,28,201,202,84,71,114,148,1172,,,
41,1508,7148,CHIX BRST SPICY BRD 4OZ,40-4OZ/CASE,,,,,,9,17,2,0,0,8,9,10,9,4,6,8,82,,,
41,1568,202,CHIX BRST STRIP GRL FC,10#/CS,,,,,,1061,1443,224,64,649,1017,2244,1796,1203,812,1384,1290,13187,,,
41,1528,721,CHIX BRST TENDER BRD,10 #/CASE,,,,,,1737,2519,448,163,359,943,2764,2392,1789,1352,1806,2349,18621,,,
41,1084,1218,CHIX BRST WHL BNLS 7-8OZ,20 LB/CASE,,,,,,2,11,0,0,0,2,1,7,0,1,2,2,28,,,
41,1556,4720,CHIX CHUNK TEMPURA BRD,10 LB/CS,,,,,,106,146,41,0,67,65,101,107,106,86,128,152,1105,,,
41,1036,6682,CHIX DICED DARK MEAT,4-5#/CASE,,,,,,134,233,19,5,54,183,256,408,122,112,270,227,2023,,,
41,1572,1315,CHIX DRUMS BRD IQF,29.64#/CS,,,,,,62,65,13,2,11,22,50,52,59,60,49,43,488,,,
41,2503,662,CHIX DRUMSTICK,20.5 LB/CS,,,,,,7,6,0,0,11,10,5,13,3,6,2,6,69,,,
41,1536,733,CHIX GF TENDER,10#/CS,,,,,,0,0,0,0,0,0,0,0,0,0,15,20,35,,,
41,2011,3380,CHIX HALAL THIGH BNLS SKNLS,CATCH WGT/#,,,,,,41840,46900,10680,7560,20120,40720,69100,66232,35790,31200,56188,47280,473610,,,
41,1072,717,CHIX QUARTER 8-10OZ,33.75 LB/CS,,,,,,2,5,0,0,10,13,10,17,11,0,5,5,78,,,
41,1068,1316,CHIX SAUSAGE BRKFST,10#/CS,,,,,,85,102,43,17,68,90,124,157,99,110,136,121,1152,,,
41,1583,3611,CHIX STK SANDWICH BULK,10 #/CS,,,,,,62,77,9,0,4,20,64,63,51,54,117,77,598,,,
41,1492,1291,CHIX TENDER CLIPPED JUMBO,2-5#/CS,,,,,,366,417,108,0,0,330,728,669,450,324,556,515,4463,,,
41,1571,4337,CHIX THIGH BONE-IN,31.75 #/CS,,,,,,56,61,6,13,13,70,69,90,20,12,66,38,514,,,
41,1516,716,CHIX WHIT/DARK DICED FC,10 LB/CASE,,,,,,86,88,10,7,17,18,113,87,46,22,119,67,680,,,
41,1520,524,CHIX WING FC,30#/CS,,,,,,45,118,20,18,19,133,107,68,60,16,113,69,786,,,
41,9989,4383,CHIX WING RAW MARINATED IQF,8-5#/CS,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,3,,,
8,8570,917,CHOPSTICKS,1400 EA/CS,,,,,,1,0,0,0,0,4,3,3,0,0,3,1,16,,,
37,2791,1858,CHUTNEY TAMARIND,4-2LB/CASE,,,,,,1,3,1,0,1,2,3,1,1,0,3,2,18,,,
8,8612,2351,CLNR ALCOHOL SWAB,200EA/BX,,,,,,102,73,25,33,6,73,114,128,48,34,122,42,800,,,
8,7016,4794,CLNR ALTO SHM CLEANER TABLETS,90 TAB/BKT,,,,,,1,2,1,0,1,2,6,7,1,0,2,0,23,,,
8,6992,4011,CLNR ALTO SHM COMBICLN CTPTAB,50 TABS/BKT,,,,,,6,9,3,2,2,5,10,16,5,1,8,13,80,,,
8,8704,4318,CLNR ALTO SHM SCALE FREE,4#/JAR,,,,,,0,8,0,0,2,3,3,2,3,0,3,2,26,,,
8,7039,4731,CLNR ALTO SHM SPRAY - COMBITHRM,12-1 QT/CS,,,,,,2,3,0,0,0,2,1,0,0,2,0,0,10,,,
8,7007,3859,CLNR DAWN ORIGINAL 5 GAL,5 GAL,,,,,,36,50,16,12,21,34,38,58,30,35,39,43,412,,,
8,6997,4275,CLNR ECL APEX PRESOAK,3-4#/CS,,,,,,7,15,10,7,15,8,10,19,17,5,14,16,143,,,
8,7033,3259,CLNR ECL BATHROOM 66 HVY DTY,2-2LTR/CS,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,2,,,
8,7035,3060,CLNR ECL DEGREASER ORANGE FORCE,2.5 GAL/CNTR,,,,,,0,2,0,1,0,2,1,0,0,0,2,1,9,,,
8,7009,3013,CLNR ECL DIP IT DESTAINER,8-1.75#/CS,,,,,,2,0,8,0,1,3,2,1,2,-6,1,0,14,,,
8,7004,1022,CLNR ECL GREASE CUTTER PLUS,4 GAL/CASE,,,,,,38,27,15,2,9,12,21,17,17,18,16,12,204,,,
8,7027,4590,CLNR ECL GREASE STRIP PLUS-GEL,4-1 GAL/CS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,7037,3698,CLNR ECL GRSE XPRS FAST FOAM,6-32 OZ/CS,,,,,,1,0,0,0,1,1,0,1,2,1,4,0,11,,,
8,7024,3264,CLNR ECL HOME STYLE LAUNDRY DET PACKS,2-60 CT/CS,,,,,,2,8,3,0,6,6,6,8,6,2,1,2,50,,,
8,7000,1025,CLNR ECL LIME AWAY DELIMING,4 GAL/CASE,,,,,,41,37,22,6,13,34,32,36,30,30,35,35,351,,,
8,6995,3531,CLNR ECL MAXX DUAL ACTION,2.5 GAL/CNTR,,,,,,15,19,4,2,12,13,16,15,7,12,13,9,137,,,
8,7023,3494,CLNR ECL MONSOON,5 GAL/CS,,,,,,0,0,0,0,1,1,0,-1,0,0,0,0,1,,,
8,7006,4502,CLNR ECL NO RINSE ALK FLR CLNR,2.5GAL/CNTR,,,,,,15,20,7,5,6,7,16,9,12,6,10,9,122,,,
8,7018,1591,CLNR ECL OASIS PRO 66 BATH,2.5 GAL/CNTR,,,,,,0,0,2,0,0,0,1,0,0,0,0,0,3,,,
8,7010,4541,CLNR ECL OASIS QUAT SANITIZER,2.5GAL/CNTR,,,,,,53,78,30,17,37,62,75,51,55,43,58,44,603,,,
8,6991,3462,CLNR ECL OVEN CLNR CLEAN IN PLACE,2-2.5 GAL/CS,,,,,,3,0,21,2,1,2,2,2,3,3,4,0,43,,,
8,7539,4578,CLNR ECL PERMA BRITE POWDER,45#/CS,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,2,,,
8,7019,1558,CLNR ECL POWER FORCE,2.5 GAL/CNTR,,,,,,4,4,1,1,1,4,4,8,6,4,1,5,43,,,
8,7022,4600,CLNR ECL RAPID MULTI-SURFACE DIS,2.5GAL/CNTR,,,,,,16,7,0,2,9,4,5,3,2,0,2,8,58,,,
8,8656,3517,CLNR ECL SMARTPOWER POT AND PAN SOAK,3-5#/CS,,,,,,0,0,0,0,16,4,10,10,11,0,9,13,73,,,
8,7001,4233,CLNR ECL SMRTPWR MANUAL DETERGENT,2-3#/CS,,,,,,5,4,4,0,1,4,2,3,0,3,2,2,30,,,
8,7005,4288,CLNR ECL SMRTPWR RNSE ALL PUR,2-2.5#/CS,,,,,,7,17,5,5,19,13,20,27,14,21,10,25,183,,,
8,6999,3343,CLNR ECL SOLID METAL PRO,4-8#/CS,,,,,,3,4,1,0,14,0,5,6,0,6,5,9,53,,,
8,7002,3272,CLNR ECL SOLID POWER XL,4-9LB/CS,,,,,,110,193,65,27,60,62,110,126,64,56,80,83,1036,,,
8,6993,4557,CLNR ECL SOLITAIRE,4-5 LB/CS,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,,,
8,6998,4099,CLNR ECL TRUPOWER,4 GAL/CASE,,,,,,3,2,2,0,0,5,2,7,3,1,3,3,31,,,
8,7021,1028,CLNR ECL TRUPOWER RINSE ADD AP 4-1GAL,4-1GAL/CASE,,,,,,3,2,0,0,1,1,2,1,1,1,4,2,18,,,
8,7031,4563,CLNR ECL TRUPOWER RINSE ADD HD,2-5 QT/CS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,7014,2514,CLNR ECL WASH & WALK,2.5 GAL/CS,,,,,,28,25,10,8,14,16,23,28,18,20,14,17,221,,,
8,8979,3065,CLNR ECL WIPE DISINFECT,6 CNTR/CS,,,,,,2,1,0,0,1,3,0,1,0,0,1,0,9,,,
8,8552,3047,CLNR EVERSYS BALLS,62 EA/BTL,,,,,,2,0,0,0,5,0,4,7,1,0,0,0,19,,,
8,8608,3075,CLNR FRYER DEGREASER HP,24 EA/CS,,,,,,1,1,2,1,0,2,2,5,1,1,1,1,18,,,
8,6990,3958,CLNR FRYER FILTER POWDER HP,22#/CS,,,,,,1,1,0,0,1,0,3,3,1,2,0,3,15,,,
8,8600,1327,CLNR KEATING KLENSER,12 CANS/CS,,,,,,2,4,0,0,3,1,5,8,0,4,4,7,38,,,
8,8576,3126,CLNR STB URNEX 1PRO COLD BREW DISP,20 OZ JAR,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,,,
8,8592,3127,CLNR STB URNEX COFFEE URN PACKET,100 PKG/CS,,,,,,2,0,1,1,0,3,3,2,0,2,1,0,15,,,
8,8728,4032,CLNR STEAM WAND SCHAERER,1 LTR BTL,,,,,,2,0,20,0,2,9,0,0,9,0,1,13,56,,,
47,9114,2857,CNDY M&M BULK PLAIN,25#/CS,,,,,,3,4,0,0,0,2,1,3,2,0,3,1,19,,,
47,9421,4649,CNDY M&M BULK PLAIN MINI,25 #/CASE,,,,,,15,19,16,16,14,11,24,18,10,10,13,13,179,,,
8,6721,3737,CNTR 4 CMP 6X6X1.5 PLA,300 EA/CS,,,,,,1,1,1,1,2,1,1,1,1,1,1,1,13,,,
8,8034,3253,CNTR BOWL 24OZ PLSTC CLEAR,252 EA/CS,,,,,,12,18,5,0,7,10,22,10,9,9,15,10,127,,,
8,8026,3257,CNTR BOWL 32OZ PLSTC CLEAR,252 EA/CS,,,,,,1,1,1,0,2,0,1,1,1,0,-1,2,9,,,
8,7514,4035,CNTR DELI 16 OZ PP,500 EA/CS,,,,,,46,72,26,0,29,0,63,65,38,34,32,48,453,,,
8,8936,3546,CNTR DELI 8OZ PP,480 EA/CS,,,,,,0,0,7,0,0,3,5,3,3,2,2,15,40,,,
8,7498,3309,CNTR HINGED 12 OZ SAFESEAL,200 EA/CS,,,,,,47,46,24,0,4,30,77,66,50,54,23,29,450,,,
8,7998,1884,CNTR HINGED 24OZ SQ CLEAR 2GO,200 EA/CS,,,,,,15,48,10,3,0,23,50,58,28,10,73,13,331,,,
8,8562,1725,CNTR TAKEOUT GREEN2GO REUSABLE,50 EA/CS,,,,,,2,1,3,0,20,60,0,1,1,0,12,-1,99,,,
8,6435,3041,COAT CHEF MEN 2XLARGE,EACH,,,,,,0,0,4,5,0,1,0,0,-5,0,0,0,5,,,
8,6353,6409,COAT CHEF MEN 3XLARGE,EACH,,,,,,0,0,1,0,0,0,0,0,-1,0,0,0,0,,,
8,6459,4521,COAT CHEF MEN LARGE,EACH,,,,,,0,0,0,0,0,0,0,5,-1,0,0,0,4,,,
8,6467,4519,COAT CHEF MEN MED,EACH,,,,,,0,0,0,0,0,5,4,0,0,0,0,0,9,,,
8,6483,4516,COAT CHEF MEN SM,EACH,,,,,,0,0,1,0,0,6,5,0,-1,0,0,0,11,,,
8,6443,4535,COAT CHEF MEN XLARGE,EACH,,,,,,0,0,3,0,0,0,3,0,-1,0,0,0,5,,,
8,6433,3326,COAT CHEF WOMAN 2XLARGE,EACH,,,,,,0,0,2,0,0,0,0,5,1,0,3,0,11,,,
8,6457,3089,COAT CHEF WOMAN LARGE,EACH,,,,,,0,0,6,5,0,0,0,0,-2,0,0,0,9,,,
8,6465,3506,COAT CHEF WOMAN MEDIUM,EACH,,,,,,0,0,0,0,0,4,3,5,0,5,0,0,17,,,
8,6481,7085,COAT CHEF WOMAN SMALL,EACH,,,,,,0,0,1,5,0,13,0,0,-1,0,0,0,18,,,
8,6441,3318,COAT CHEF WOMAN XLARGE,EACH,,,,,,0,0,3,0,0,0,0,0,-1,0,0,0,2,,,
8,6369,7083,COAT CHEF WOMAN XSMALL,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7,6520,1649,COCONUT MILK #10,*6-#10/CS,,,,,,10,7,3,0,4,7,8,14,4,2,7,7,71,,,
37,2767,3145,COLLEGE DINER STICKY BUNS BULK,4-1/2 SHT/CS,,,,,,2,0,1,2,0,0,8,7,1,0,4,1,26,,,
37,593,2481,COOKIE BKY RAW CS 1OZ CANDY,120 EA/CS,,,,,,31,53,94,10,21,39,25,38,18,35,24,16,404,,,
37,609,2480,COOKIE BKY RAW CS 1OZ CCHIP,120 EA/CS,,,,,,30,55,-35,10,28,50,25,43,20,39,27,25,317,,,
37,9989,2483,COOKIE BKY RAW CS 1OZ PB,120 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37,605,2485,COOKIE BKY RAW CS 1OZ SUG,120 EA/CS,,,,,,29,52,25,9,23,45,27,39,16,40,18,20,343,,,
37,613,2618,COOKIE BKY RAW CS 2OZ CCHIP,72 EA/CS,,,,,,318,331,49,0,0,125,393,374,223,124,273,282,2492,,,
37,9989,2623,COOKIE BKY RAW CS 2OZ LEM BLUEB,72 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
37,581,2493,COOKIE BKY RAW CS 3.125 CCHIP,60 EA/CS,,,,,,23,33,11,0,0,5,45,28,99,34,22,33,333,,,
7,5819,4021,COOKIE CHINESE FORTUNE INDV,400EA/CS,,,,,,7,10,1,0,1,21,10,10,5,3,8,5,81,,,
7,6174,1229,COOKIE OREO BULK,14-24EA/CS,,,,,,12,23,1,11,7,11,18,9,2,4,9,13,120,,,
7,5058,428,CORNSTARCH KOSHER,24-1LB/CS,,,,,,9,15,6,1,4,10,14,13,8,8,10,14,112,KOSHER & ALLERGEN FREE,,COA REQUIRED PRIOR TO SHIPMENT FOR ALL LOT NUMBERS BEING SHIPPED TO PENN STATE.
8,8674,3621,COVER TABLE BLUE 54X108 PAPER,25 EA/CS,,,,,,0,0,1,0,0,0,0,1,2,0,0,0,4,,,
8,8714,1048,COVER TABLE WHITE 54X108,25/CASE,,,,,,1,0,1,0,6,0,0,5,2,3,0,0,18,,,
7,5064,2561,CRACKER ASST BULK,6.25#/CS,,,,,,9,18,15,4,7,16,15,19,12,20,8,10,153,,,
7,6062,1536,CRACKER OYSTER,150PKG/CS,,,,,,3,7,0,0,2,1,10,4,5,8,4,3,47,,,
7,5085,149,CRACKER SALTINE 2PK,500 PKG/CS,,,,,,10,9,5,3,3,13,8,15,16,11,18,13,124,,,
7,6588,1268,CREAMER COFFEEMATE FRNCH VANILLA,3 CNTR/CS,,,,,,6,3,1,1,1,4,14,6,5,6,4,6,57,,,
7,6564,1439,CREAMER COFFEEMATE HAZELNUT,3 CNTR/CS,,,,,,2,2,1,1,0,2,10,2,2,1,5,2,30,,,
7,6580,1740,CREAMER COFFEEMATE ORIGINAL,3 CNTR/CS,,,,,,1,1,1,0,1,2,3,2,0,2,1,2,16,,,
17,175,583,CRM WHIPPING LT AEROSOL,12-15 OZ/CS,,,,,,52,58,17,4,17,39,76,80,71,57,56,52,579,,,
37,2995,6483,CROISSANT CHOC RTB LG,70 EA/CS,,,,,,46,60,0,0,21,48,67,77,41,46,40,45,491,,,
37,1016,544,CROISSANT SLCD 2OZ,72-2.2 OZ/CS,,,,,,112,169,26,8,25,88,180,209,107,88,131,129,1272,,,
7,5091,141,CROUTONS SEASONED,4-2.5LB/CS,,,,,,61,100,20,7,35,57,105,98,59,42,64,63,711,,,
37,2513,6128,CRUST PINSA CLASSICA,20 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,1,124,102,227,,,
37,2642,6137,CRUST PINSA SORRISO FOLDED,35 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,1,54,51,106,,,
8,8041,3482,CUP 09OZ CLEAR SQUAT PLA,1000 EA/CS,,,,,,17,12,33,10,5,12,20,13,6,9,7,15,159,,,
8,8073,4055,CUP 12OZ CLEAR PET,1000/CS,,,,,,5,5,9,2,1,4,6,8,2,3,2,9,56,,,
8,8013,3711,CUP 12OZ HOT COMPOST,1000 EA/CS,,,,,,3,4,5,1,2,3,3,5,6,1,2,2,37,,,
8,8045,897,CUP 16OZ CLEAR PET,1000/CASE,,,,,,10,13,6,0,2,8,11,8,4,6,4,6,78,,,
8,8074,4445,CUP 24OZ CLEAR PET,600 EA/CS,,,,,,7,12,0,0,0,7,5,0,7,3,17,43,100,,,
8,8676,3871,CUP INSERT 4 OZ,1000 EA/CS,,,,,,0,0,5,0,2,1,3,1,-4,1,1,2,12,,,
8,8050,3496,CUP PEPSI PAPER COLD 24OZ,1000 EA/CS,,,,,,2,4,3,0,0,0,5,2,2,0,1,0,19,,,
8,8626,2573,CUP PLSTC PUNCH 5.5OZ CLEAR,240/CS,,,,,,0,2,4,0,0,1,2,7,0,16,5,6,43,,,
8,7510,4976,CUP PLSTC SOUFFLE 2OZ (HOT),2500/CS,,,,,,42,59,56,5,11,22,69,71,47,41,43,-12,454,,,
8,8601,4979,CUP PLSTC SOUFFLE 4OZ (HOT),2500/CS,,,,,,8,5,0,1,3,7,8,5,12,7,7,6,66,,,
8,8740,4474,CUP PLSTC TUMBLER 9OZ,240/CS,,,,,,13,21,8,0,15,13,17,15,10,2,19,8,140,,,
8,8416,3787,DAYDOT ALLERGEN WARNING LABEL 2X2,500 EA/ROLL,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,8438,2930,"DAYDOTS FRI 1"" GREEN",1000 EA/ROLL,,,,,,7,14,3,0,5,6,10,10,10,7,7,6,85,,,
8,8452,2943,"DAYDOTS FRI 2"" GREEN",500 EA/ROLL,,,,,,15,14,0,1,6,9,21,24,15,17,20,18,160,,,
8,8430,2914,"DAYDOTS MON 1"" BLUE",1000 EA/ROLL,,,,,,5,5,2,0,0,7,5,6,2,2,8,0,42,,,
8,8444,2936,"DAYDOTS MON 2"" BLUE",500 EA/ROLL,,,,,,15,21,2,1,5,18,24,26,16,12,27,17,184,,,
8,8440,2934,"DAYDOTS SAT 1"" ORANGE",1000 EA/ROLL,,,,,,4,5,4,0,1,2,12,4,2,5,7,0,46,,,
8,8454,2963,"DAYDOTS SAT 2"" ORANGE",500/ROLL,,,,,,7,5,0,2,4,9,16,11,6,12,10,8,90,,,
8,8442,2935,"DAYDOTS SUN 1"" BL",1000 EA/ROLL,,,,,,5,5,5,0,1,4,5,4,2,7,2,0,40,,,
8,8456,2964,"DAYDOTS SUN 2"" BL",500 EA/ROLL,,,,,,9,9,0,0,4,5,11,14,11,13,14,11,101,,,
8,8436,2928,"DAYDOTS THUR 1"" BRN",1000 EA/ROLL,,,,,,8,3,5,0,2,7,13,4,7,5,9,2,65,,,
8,8450,2942,"DAYDOTS THUR 2"" BRN",500 EA/ROLL,,,,,,20,19,3,0,6,11,20,26,21,14,15,16,171,,,
8,8432,2922,"DAYDOTS TUE 1"" YEL",1000 EA/ROLL,,,,,,5,7,5,0,0,5,8,4,3,1,3,3,44,,,
8,8446,2937,"DAYDOTS TUE 2"" YEL",500 EA/ROLL,,,,,,13,21,1,3,2,17,21,27,19,19,20,12,175,,,
8,8434,2925,"DAYDOTS WED 1"" RED",1000 EA/ROLL,,,,,,12,6,8,0,1,10,9,4,7,0,11,2,70,,,
8,8448,2938,"DAYDOTS WED 2"" RED",500 EA/ROLL,,,,,,17,15,2,1,8,15,23,24,15,13,20,10,163,,,
17,7,2277,DELI BEEF RST SELECT FC,CATCH WGT/#,,,,,,988,872,309,91,745,864,1791,809,2506,945,1367,852,12139,,,
17,3,974,DELI CHIX BRST FC,CATCH WGT/#,,,,,,1231,1213,168,14,576,1403,2365,1568,1289,1731,1977,1872,15406,,,
41,2473,678,DELI GYROS LOAF SLCD 1/3OZ HALAL,4-5#/CASE,,,,,,20,22,3,0,1,33,41,57,28,19,36,36,296,,,
17,23,1305,DELI PEPPERONI SAND,CATCH WGT/#,,,,,,119,93,20,27,0,93,19,47,28,9,39,0,493,,,
41,1064,2933,DELI PEPPERONI SLCD,25 #/CASE,,,,,,32,48,10,3,13,33,52,55,30,23,49,41,389,,,
17,32,2209,DELI PORK CAPICOLA,CATCH WGT/#,,,,,,748,788,493,37,659,773,1564,821,700,633,1025,781,9023,,,
17,8,708,DELI PORK HAM SMKD BNLS FC,CATCH WGT/#,,,,,,3094,3860,1068,167,1699,2800,5642,4907,3030,2001,4404,3716,36390,,,
17,65,1774,DELI PORK PROSCIUTTO,CATCH WGT/#,,,,,,72,115,83,0,9,57,140,98,50,0,73,66,764,,,
17,4,677,DELI SALAMI GENOA,CATCH WGT/#,,,,,,879,1052,281,61,486,753,1687,1294,1018,802,1394,1135,10841,,,
17,-6,727,DELI TURKEY BRST FC FRESH,CATCH WGT/#,,,,,,3100,4626,721,102,1266,2332,5374,5511,2701,3257,4204,3586,36780,,,
17,1,4226,DELI TURKEY BRST GF FC SLCD,CATCH WGT/#,,,,,,828,1546,804,204,372,1308,2242,1453,888,1010,1103,2496,14254,,,
8,8542,3031,"DISPENSER WRAPMASTER 12""",EACH,,,,,,3,0,1,1,0,3,1,0,0,0,0,0,9,,,
8,8522,3015,"DISPENSER WRAPMASTER 18""",EACH,,,,,,4,-15,2,0,0,6,2,2,0,0,0,0,1,,,
8,8498,3961,"DISPENSER WRAPMASTER 24""",EACH,,,,,,0,0,0,0,0,0,10,0,0,0,0,0,10,,,
8,8586,3008,DISPENSER WRAPMASTER DUO,EACH,,,,,,1,-15,0,0,2,3,4,2,0,0,2,0,-1,,,
96,-7,10002,DO NOT USE - AUTO FREIGHT DIST,DOLLAR,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7,6422,381,DOLMA GRAPE LEAF STUFFED,6-70OZ/CS,,,,,,2,4,1,1,2,2,3,2,2,1,2,3,25,,,
37,2632,1638,DONUT CRULLER .8 OZ,140 EA/CS,,,,,,36,57,26,14,54,47,82,69,40,38,44,48,555,,,
37,2501,1653,DONUT MINI CAKE ASST 1.25 OZ,144 EA/CS,,,,,,31,49,22,11,47,39,54,46,37,33,36,28,433,,,
37,550,209,DOUGH PIZZA BALL 6 OZ,80 EA/CS,,,,,,57,59,10,1,10,75,126,96,65,66,68,90,723,,,
37,562,4309,DOUGH PIZZA BALL LG,18-22 OZ/CS,,,,,,520,730,101,8,207,371,905,926,492,384,556,541,5741,,,
37,2917,575,"DOUGH PUFF SQ 5""X5""",120 EA/CS,,,,,,12,10,3,5,5,11,19,39,8,11,17,8,148,,,
37,1059,320,DOUGH ROLL CIABATTA FB 3.2OZ,48 EA/CS,,,,,,9,13,4,1,1,8,13,15,5,3,6,12,90,,,
7,4054,78,DRESS 1000 ISLAND,4/GAL,,,,,,5,4,1,0,2,7,7,5,6,4,2,7,50,,,
7,4070,548,DRESS BLUE CHEESE,4-GAL/CASE,,,,,,8,9,4,0,5,14,9,5,11,9,7,8,89,,,
7,4090,82,DRESS CAESAR CRMY,4/GAL,,,,,,38,45,17,2,16,27,58,44,24,21,32,37,361,,,
7,4079,83,DRESS COLE SLAW,4/GAL,,,,,,2,3,0,0,3,5,3,5,1,2,2,1,27,,,
7,4055,772,DRESS DIJON HONEY MUSTARD,4 GAL/CASE,,,,,,9,8,3,1,5,12,7,14,4,4,9,7,83,,,
7,4065,4906,DRESS FF ITALIAN,4-1 GAL/CASE,,,,,,3,4,2,0,3,8,2,2,3,2,2,3,34,,,
7,4058,89,DRESS FRENCH ORANGE,4/GAL,,,,,,4,3,2,0,1,2,3,5,1,3,2,0,26,,,
7,4098,93,DRESS ITALIAN GOLDEN,4/GAL,,,,,,25,29,6,3,16,21,30,24,12,8,20,13,207,,,
7,4038,251,DRESS MAYONNAISE DISP PACK,2-1.5 GAL/CS,,,,,,23,13,6,0,17,32,33,37,25,18,21,44,269,,,
7,4062,94,DRESS MAYONNAISE GAL,4-1GAL/CASE,,,,,,159,238,55,4,51,128,245,248,122,129,213,198,1790,,,
7,6528,4093,DRESS MIX RANCH HIDDEN VALLEY,18-3.2OZ/CS,,,,,,27,43,10,4,19,32,52,43,19,25,28,40,342,,,
7,4071,3274,DRESS RANCH REG,4-1 GAL/CS,,,,,,28,40,3,4,26,22,41,86,21,15,44,30,360,,,
7,4078,3476,DRESS VIN BALSAMIC,4-1 GAL/CS,,,,,,9,16,4,2,10,15,16,15,9,6,14,11,127,,,
37,2517,1361,DSSRT BAKLAVA,24 EA/CS,,,,,,52,41,2,0,0,27,15,10,8,4,9,91,259,,,
37,2891,6748,DSSRT BD CAKE RICOTTA PISTACHIO,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,17,17,,,
37,2775,6628,DSSRT BD CHOC BACIO DI DAMA,111 EA/CS,,,,,,13,19,15,2,6,17,31,24,13,44,20,15,219,,,
37,2742,6605,DSSRT BD LEMON BAR,156 EA/CS,,,,,,11,10,4,2,7,12,16,19,7,39,9,11,147,,,
37,2856,6649,DSSRT BD PROFITEROLE CHOUX,50 EA/CS,,,,,,34,62,15,3,8,38,70,84,37,102,65,47,565,,,
37,2661,1427,DSSRT FUNNEL CAKE FRIES,600 EA/CS,,,,,,2,50,-1,0,0,3,2,3,1,0,0,1,61,,,
7,5080,1968,DSSRT RICE KRISPIE TREAT SHT,5 SHEETS/CS,,,,,,8,18,1,3,9,8,15,10,1,7,6,3,89,,,
8,8632,3844,ECL BUCKET GREEN 3 QT SOAP PAIL,EACH,,,,,,0,0,0,0,0,2,12,0,5,5,6,0,30,,,
8,8736,3816,ECL BUCKET GREEN 6 QT SOAP PAIL,EACH,,,,,,0,2,0,0,0,8,6,0,0,6,0,0,22,,,
8,8646,3841,ECL BUCKET RED 3 QT SANI PAIL,EACH,,,,,,0,0,0,0,0,2,16,0,2,4,0,0,24,,,
8,8734,3814,ECL BUCKET RED 6 QT SANI PAIL,EACH,,,,,,0,0,0,0,0,0,10,0,0,6,0,0,16,,,
8,6996,3442,ECL NEXA FOAM HAND,6-750 ML/CASE,,,,,,0,0,0,27,2,2,246,0,2,0,1,1,280,,,
8,8738,3095,ECL PAD SCOURING HD 4.5 X 10,10 EA/BX,,,,,,1,7,5,0,4,8,9,8,14,5,4,5,70,,,
8,7003,4647,ECL PRTCT FOAM HAND SANITIZER,6-750ML,,,,,,4,3,0,0,7,4,2,5,3,4,1,4,37,,,
8,8548,3794,ECL SPRAY BOTTLE,EACH,,,,,,0,24,0,0,0,40,39,38,12,4,3,0,160,,,
8,9989,3458,ECL TOUCH FREE DISP,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,8660,3489,ECL TOUCH FREE STAND & DISP,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,7011,3054,ECL TOWEL DISPOSABLE BLUE,150 EA/BX,,,,,,97,155,45,21,61,80,154,151,132,99,95,125,1215,,,
